time_key,system_key,team_key,target_resolution_hours,actual_resolution_hours,sla_breach_percentage
183,11,9,24.0,24.58,0.38
214,11,9,24.0,20.25,0.24
245,11,9,24.0,24.1,0.34
275,11,9,24.0,22.25,0.63
306,11,9,24.0,24.53,0.75
336,11,9,24.0,20.11,0.74
367,11,9,24.0,21.0,0.26
398,11,9,24.0,24.94,0.19
426,11,9,24.0,18.14,1.54
457,11,9,24.0,18.65,0.12
487,11,9,24.0,21.18,0.55
518,11,9,24.0,20.44,0.23
548,11,9,24.0,23.79,0.27
579,11,9,24.0,19.94,0.25
610,11,9,24.0,21.75,0.16
640,11,9,24.0,23.74,0.16
671,11,9,24.0,21.86,0.26
701,11,9,24.0,22.52,0.83
1,11,10,24.0,21.58,0.59
32,11,10,24.0,19.27,0.19
61,11,10,24.0,21.83,1.37
92,11,10,24.0,19.43,0.28
122,11,10,24.0,25.73,0.28
153,11,10,24.0,21.69,1.61
183,11,10,24.0,21.94,1.05
214,11,10,24.0,22.08,0.12
245,11,10,24.0,25.15,0.59
275,11,10,24.0,19.75,0.44
306,11,10,24.0,23.0,0.47
336,11,10,24.0,18.71,0.79
367,11,10,24.0,22.4,0.46
398,11,10,24.0,18.32,0.62
426,11,10,24.0,25.49,0.37
457,11,10,24.0,25.78,0.39
487,11,10,24.0,22.84,0.85
518,11,10,24.0,22.31,0.29
548,11,10,24.0,25.97,0.87
579,11,10,24.0,18.16,1.08
610,11,10,24.0,19.0,0.33
640,11,10,24.0,24.96,0.78
671,11,10,24.0,24.93,0.1
701,11,10,24.0,19.62,0.22
1,12,1,24.0,18.29,1.06
32,12,1,24.0,19.92,0.19
61,12,1,24.0,23.07,0.33
92,12,1,24.0,20.63,0.7
122,12,1,24.0,19.95,0.22
153,12,1,24.0,21.61,0.12
183,12,1,24.0,21.58,0.14
214,12,1,24.0,23.98,0.93
245,12,1,24.0,21.27,0.19
275,12,1,24.0,19.41,1.76
306,12,1,24.0,22.83,0.65
336,12,1,24.0,21.27,0.93
367,12,1,24.0,18.87,0.13
398,12,1,24.0,20.76,0.54
426,12,1,24.0,23.99,0.19
457,12,1,24.0,19.64,1.35
487,12,1,24.0,22.46,0.17
518,12,1,24.0,21.64,0.18
548,12,1,24.0,22.13,0.71
579,12,1,24.0,25.6,0.39
610,12,1,24.0,23.21,0.28
640,12,1,24.0,19.12,0.59
671,12,1,24.0,24.77,0.93
701,12,1,24.0,18.63,0.13
1,12,2,24.0,18.76,0.2
32,12,2,24.0,18.82,0.22
61,12,2,24.0,23.06,0.56
92,12,2,24.0,18.93,0.79
122,12,2,24.0,21.46,0.75
153,12,2,24.0,25.34,0.37
183,12,2,24.0,25.13,0.7
214,12,2,24.0,25.89,0.39
245,12,2,24.0,22.53,0.16
275,12,2,24.0,24.4,0.34
306,12,2,24.0,23.79,0.11
336,12,2,24.0,22.72,0.6
367,12,2,24.0,18.48,3.25
398,12,2,24.0,19.66,0.36
426,12,2,24.0,21.99,1.27
457,12,2,24.0,21.88,1.46
487,12,2,24.0,18.78,0.73
518,12,2,24.0,21.88,0.64
548,12,2,24.0,24.0,0.18
579,12,2,24.0,21.1,0.82
610,12,2,24.0,21.43,0.18
640,12,2,24.0,21.54,0.23
671,12,2,24.0,20.62,0.68
701,12,2,24.0,21.94,0.19
1,12,3,24.0,21.68,0.16
32,12,3,24.0,21.95,0.12
61,12,3,24.0,20.76,0.22
92,12,3,24.0,24.99,0.59
122,12,3,24.0,18.07,0.23
153,12,3,24.0,23.18,1.12
183,12,3,24.0,21.58,0.4
214,12,3,24.0,21.92,1.13
245,12,3,24.0,25.78,0.37
275,12,3,24.0,22.3,0.23
306,12,3,24.0,20.73,0.29
336,12,3,24.0,20.38,0.87
367,12,3,24.0,25.62,0.54
398,12,3,24.0,22.38,0.27
426,12,3,24.0,25.89,0.44
457,12,3,24.0,20.52,1.18
487,12,3,24.0,21.46,0.49
518,12,3,24.0,21.95,0.45
548,12,3,24.0,20.35,0.31
579,12,3,24.0,18.27,1.95
610,12,3,24.0,18.78,1.28
640,12,3,24.0,22.78,0.31
671,12,3,24.0,20.93,0.47
701,12,3,24.0,23.26,0.32
1,12,4,24.0,24.5,1.43
32,12,4,24.0,20.15,0.54
61,12,4,24.0,24.82,0.24
92,12,4,24.0,21.54,0.38
122,12,4,24.0,19.65,0.61
153,12,4,24.0,25.7,0.27
183,12,4,24.0,25.16,0.58
214,12,4,24.0,20.79,0.36
245,12,4,24.0,18.94,0.61
275,12,4,24.0,19.18,0.87
306,12,4,24.0,25.47,1.05
336,12,4,24.0,18.33,0.16
367,12,4,24.0,23.74,0.34
398,12,4,24.0,23.6,0.2
426,12,4,24.0,24.22,0.45
457,12,4,24.0,25.02,0.74
487,12,4,24.0,25.39,0.51
518,12,4,24.0,25.02,1.11
548,12,4,24.0,24.16,0.5
579,12,4,24.0,18.17,0.25
610,12,4,24.0,20.12,0.1
640,12,4,24.0,18.33,0.25
671,12,4,24.0,18.19,0.88
701,12,4,24.0,25.86,0.34
1,12,5,24.0,18.39,0.96
32,12,5,24.0,24.31,0.35
61,12,5,24.0,24.53,0.51
92,12,5,24.0,22.39,0.4
122,12,5,24.0,18.03,0.92
153,12,5,24.0,19.01,0.1
183,12,5,24.0,25.58,1.6
214,12,5,24.0,25.96,0.55
245,12,5,24.0,19.51,0.29
275,12,5,24.0,25.08,0.18
306,12,5,24.0,24.0,1.19
336,12,5,24.0,19.33,0.65
367,12,5,24.0,20.19,0.86
398,12,5,24.0,21.21,0.41
426,12,5,24.0,18.43,0.18
457,12,5,24.0,21.19,0.19
487,12,5,24.0,19.26,0.26
518,12,5,24.0,22.98,1.35
548,12,5,24.0,20.39,0.21
579,12,5,24.0,25.87,0.8
610,12,5,24.0,20.72,0.34
640,12,5,24.0,24.28,0.79
671,12,5,24.0,21.56,0.24
701,12,5,24.0,23.74,0.98
1,12,6,24.0,22.49,0.43
32,12,6,24.0,18.3,0.61
61,12,6,24.0,23.59,0.24
92,12,6,24.0,24.19,0.4
122,12,6,24.0,23.7,0.54
153,12,6,24.0,18.47,0.36
183,12,6,24.0,20.34,0.47
214,12,6,24.0,22.48,0.23
245,12,6,24.0,20.18,0.78
275,12,6,24.0,23.63,1.19
306,12,6,24.0,18.37,0.16
336,12,6,24.0,25.12,1.17
367,12,6,24.0,25.23,0.33
398,12,6,24.0,21.22,0.46
426,12,6,24.0,24.11,0.94
457,12,6,24.0,18.63,0.33
487,12,6,24.0,23.5,0.38
518,12,6,24.0,24.29,0.4
548,12,6,24.0,20.33,1.18
579,12,6,24.0,18.53,0.22
610,12,6,24.0,19.66,1.39
640,12,6,24.0,21.03,0.2
671,12,6,24.0,19.18,1.17
701,12,6,24.0,21.49,0.39
1,12,7,24.0,21.75,0.11
32,12,7,24.0,24.65,0.17
61,12,7,24.0,22.41,0.79
92,12,7,24.0,25.03,0.47
122,12,7,24.0,25.55,0.71
153,12,7,24.0,24.42,0.39
183,12,7,24.0,20.61,0.38
214,12,7,24.0,23.28,0.16
245,12,7,24.0,24.9,0.26
275,12,7,24.0,20.92,0.75
306,12,7,24.0,21.94,0.12
336,12,7,24.0,23.75,0.23
367,12,7,24.0,23.33,0.34
398,12,7,24.0,19.3,1.22
426,12,7,24.0,25.19,0.12
457,12,7,24.0,24.74,0.73
487,12,7,24.0,23.79,0.24
518,12,7,24.0,22.7,0.75
548,12,7,24.0,24.84,0.55
579,12,7,24.0,23.52,0.73
610,12,7,24.0,21.8,0.37
640,12,7,24.0,23.68,0.91
671,12,7,24.0,21.64,0.35
701,12,7,24.0,22.14,0.42
1,12,8,24.0,23.76,0.69
32,12,8,24.0,19.49,0.75
61,12,8,24.0,25.77,0.41
92,12,8,24.0,25.62,0.78
122,12,8,24.0,25.54,1.05
153,12,8,24.0,20.14,0.11
183,12,8,24.0,23.26,0.4
214,12,8,24.0,21.72,0.45
245,12,8,24.0,18.03,0.28
275,12,8,24.0,20.16,0.69
306,12,8,24.0,25.2,0.33
336,12,8,24.0,23.88,0.41
367,12,8,24.0,23.07,0.58
398,12,8,24.0,21.28,1.11
426,12,8,24.0,18.66,0.15
457,12,8,24.0,22.36,0.57
487,12,8,24.0,24.22,1.79
518,12,8,24.0,19.32,0.33
548,12,8,24.0,24.28,0.52
579,12,8,24.0,24.62,0.27
610,12,8,24.0,18.44,1.3
640,12,8,24.0,25.88,1.12
671,12,8,24.0,21.55,0.2
701,12,8,24.0,23.07,0.26
1,12,9,24.0,21.73,2.05
32,12,9,24.0,19.14,1.32
61,12,9,24.0,23.5,1.08
92,12,9,24.0,23.43,0.39
122,12,9,24.0,22.92,0.33
153,12,9,24.0,25.75,0.43
183,12,9,24.0,25.88,1.15
214,12,9,24.0,20.18,0.9
245,12,9,24.0,18.84,0.83
275,12,9,24.0,24.59,0.89
306,12,9,24.0,19.22,0.16
336,12,9,24.0,24.99,1.45
367,12,9,24.0,23.87,0.64
398,12,9,24.0,25.36,0.22
426,12,9,24.0,24.49,0.23
457,12,9,24.0,18.23,0.69
487,12,9,24.0,18.27,0.34
518,12,9,24.0,24.01,0.36
548,12,9,24.0,20.96,0.66
579,12,9,24.0,19.73,0.54
610,12,9,24.0,18.21,0.23
640,12,9,24.0,22.61,0.67
671,12,9,24.0,22.32,0.59
701,12,9,24.0,24.27,0.17
1,12,10,24.0,18.08,0.38
32,12,10,24.0,19.33,0.16
61,12,10,24.0,19.52,0.13
92,12,10,24.0,25.81,0.25
122,12,10,24.0,18.39,0.74
153,12,10,24.0,22.24,0.59
183,12,10,24.0,19.45,1.59
214,12,10,24.0,18.2,1.28
245,12,10,24.0,21.65,0.36
275,12,10,24.0,20.96,0.26
306,12,10,24.0,19.6,0.48
336,12,10,24.0,21.32,0.33
367,12,10,24.0,18.73,0.89
398,12,10,24.0,24.01,1.26
426,12,10,24.0,19.07,0.5
457,12,10,24.0,20.54,0.34
487,12,10,24.0,19.99,0.36
518,12,10,24.0,24.5,0.24
548,12,10,24.0,22.17,0.54
579,12,10,24.0,19.58,1.16
610,12,10,24.0,21.49,0.43
640,12,10,24.0,20.4,0.1
671,12,10,24.0,25.4,1.63
701,12,10,24.0,19.41,0.32
1,13,1,24.0,21.88,1.19
32,13,1,24.0,21.13,0.33
61,13,1,24.0,25.3,0.42
92,13,1,24.0,25.46,0.33
122,13,1,24.0,21.03,0.73
153,13,1,24.0,19.78,0.92
183,13,1,24.0,23.58,1.46
214,13,1,24.0,24.47,0.29
245,13,1,24.0,23.3,1.75
275,13,1,24.0,19.86,0.2
306,13,1,24.0,22.78,0.46
336,13,1,24.0,20.41,0.15
367,13,1,24.0,20.8,0.81
398,13,1,24.0,19.27,0.91
426,13,1,24.0,20.55,0.42
457,13,1,24.0,20.06,1.28
487,13,1,24.0,24.24,0.8
518,13,1,24.0,22.7,0.75
548,13,1,24.0,20.0,0.19
579,13,1,24.0,18.11,1.09
610,13,1,24.0,18.89,0.55
640,13,1,24.0,21.79,0.27
671,13,1,24.0,22.77,0.21
701,13,1,24.0,18.67,0.23
1,13,2,24.0,21.47,0.82
32,13,2,24.0,22.31,0.65
61,13,2,24.0,23.69,0.17
92,13,2,24.0,20.61,1.35
122,13,2,24.0,22.71,0.2
153,13,2,24.0,19.09,1.12
183,13,2,24.0,25.14,0.12
214,13,2,24.0,21.96,0.33
245,13,2,24.0,25.94,1.88
275,13,2,24.0,23.95,0.86
306,13,2,24.0,21.92,0.36
336,13,2,24.0,19.47,0.43
367,13,2,24.0,23.91,0.12
398,13,2,24.0,24.63,0.37
426,13,2,24.0,19.64,1.03
457,13,2,24.0,20.03,0.16
487,13,2,24.0,25.6,0.62
518,13,2,24.0,18.24,0.22
548,13,2,24.0,24.5,0.11
579,13,2,24.0,22.15,0.37
610,13,2,24.0,22.47,0.25
640,13,2,24.0,23.21,0.12
671,13,2,24.0,20.35,0.58
701,13,2,24.0,18.74,0.17
1,13,3,24.0,23.12,0.3
32,13,3,24.0,22.28,0.37
61,13,3,24.0,18.49,1.28
92,13,3,24.0,20.37,0.92
122,13,3,24.0,23.01,1.23
153,13,3,24.0,22.99,1.46
183,13,3,24.0,19.67,0.78
214,13,3,24.0,23.6,0.12
245,13,3,24.0,24.84,0.7
275,13,3,24.0,23.86,0.23
306,13,3,24.0,22.35,0.27
336,13,3,24.0,20.92,0.16
367,13,3,24.0,20.38,1.27
398,13,3,24.0,21.99,0.43
426,13,3,24.0,24.78,0.97
457,13,3,24.0,21.9,0.2
487,13,3,24.0,23.59,0.43
518,13,3,24.0,19.71,0.66
548,13,3,24.0,20.04,0.1
579,13,3,24.0,20.35,0.18
610,13,3,24.0,19.23,1.42
640,13,3,24.0,22.95,0.28
671,13,3,24.0,23.44,0.48
701,13,3,24.0,22.53,1.34
1,13,4,24.0,20.49,0.26
32,13,4,24.0,18.43,0.47
61,13,4,24.0,21.53,0.68
92,13,4,24.0,20.51,0.2
122,13,4,24.0,21.47,0.66
153,13,4,24.0,23.32,0.12
183,13,4,24.0,22.57,0.11
214,13,4,24.0,24.34,0.14
245,13,4,24.0,20.68,1.21
275,13,4,24.0,25.6,0.38
306,13,4,24.0,19.5,1.02
336,13,4,24.0,21.89,0.83
367,13,4,24.0,25.76,0.22
398,13,4,24.0,19.53,0.64
426,13,4,24.0,25.06,0.55
457,13,4,24.0,24.43,1.37
487,13,4,24.0,25.14,0.18
518,13,4,24.0,25.66,0.38
548,13,4,24.0,20.06,0.27
579,13,4,24.0,23.18,0.39
610,13,4,24.0,23.58,0.1
640,13,4,24.0,23.11,0.2
671,13,4,24.0,20.33,0.51
701,13,4,24.0,22.31,0.17
1,13,5,24.0,23.58,0.76
32,13,5,24.0,25.97,0.31
61,13,5,24.0,21.32,0.6
92,13,5,24.0,22.4,0.19
122,13,5,24.0,25.32,0.84
153,13,5,24.0,20.38,1.07
183,13,5,24.0,24.98,2.18
214,13,5,24.0,22.87,0.5
245,13,5,24.0,21.07,2.18
275,13,5,24.0,20.43,0.91
306,13,5,24.0,22.28,0.15
336,13,5,24.0,22.36,0.46
367,13,5,24.0,22.69,0.58
398,13,5,24.0,21.24,1.19
426,13,5,24.0,18.91,1.14
457,13,5,24.0,18.37,0.65
487,13,5,24.0,25.72,0.36
518,13,5,24.0,18.93,0.4
548,13,5,24.0,21.86,1.05
579,13,5,24.0,20.44,0.21
610,13,5,24.0,21.03,0.59
640,13,5,24.0,23.56,1.81
671,13,5,24.0,21.95,0.52
701,13,5,24.0,18.28,0.39
1,13,6,24.0,18.73,0.42
32,13,6,24.0,25.44,0.28
61,13,6,24.0,25.29,0.71
92,13,6,24.0,19.78,0.44
122,13,6,24.0,21.36,0.62
153,13,6,24.0,21.69,0.33
183,13,6,24.0,23.51,0.75
214,13,6,24.0,24.11,0.58
245,13,6,24.0,25.77,0.48
275,13,6,24.0,25.1,0.78
306,13,6,24.0,23.52,0.67
336,13,6,24.0,20.63,0.91
367,13,6,24.0,19.99,0.29
398,13,6,24.0,20.93,1.31
426,13,6,24.0,18.91,0.2
457,13,6,24.0,19.38,0.14
487,13,6,24.0,20.82,0.86
518,13,6,24.0,23.23,0.24
548,13,6,24.0,20.92,0.35
579,13,6,24.0,22.53,0.96
610,13,6,24.0,24.71,0.19
640,13,6,24.0,18.77,0.16
671,13,6,24.0,21.21,0.56
701,13,6,24.0,23.08,0.87
1,13,7,24.0,19.3,0.54
32,13,7,24.0,22.12,0.3
61,13,7,24.0,19.41,1.28
92,13,7,24.0,18.13,0.39
122,13,7,24.0,25.3,1.07
153,13,7,24.0,18.28,0.38
183,13,7,24.0,20.11,0.11
214,13,7,24.0,20.41,0.1
245,13,7,24.0,21.17,1.71
275,13,7,24.0,25.79,0.77
306,13,7,24.0,19.31,0.15
336,13,7,24.0,18.43,0.97
367,13,7,24.0,24.94,0.38
398,13,7,24.0,21.8,0.18
426,13,7,24.0,20.98,0.91
457,13,7,24.0,25.23,0.23
487,13,7,24.0,23.82,0.76
518,13,7,24.0,23.17,0.39
548,13,7,24.0,22.41,0.4
579,13,7,24.0,22.21,0.77
610,13,7,24.0,23.68,0.55
640,13,7,24.0,18.33,0.24
671,13,7,24.0,23.99,0.21
701,13,7,24.0,19.63,0.59
1,13,8,24.0,20.86,0.52
32,13,8,24.0,20.34,0.54
61,13,8,24.0,22.25,1.37
92,13,8,24.0,25.13,0.71
122,13,8,24.0,25.62,0.79
153,13,8,24.0,18.87,1.19
183,13,8,24.0,23.89,0.23
214,13,8,24.0,18.83,0.11
245,13,8,24.0,18.29,1.11
275,13,8,24.0,24.28,0.64
306,13,8,24.0,20.48,0.29
336,13,8,24.0,23.95,0.19
367,13,8,24.0,19.08,1.15
398,13,8,24.0,20.38,0.25
426,13,8,24.0,25.25,0.25
457,13,8,24.0,21.03,0.72
487,13,8,24.0,20.12,1.35
518,13,8,24.0,20.88,0.27
548,13,8,24.0,20.06,0.15
579,13,8,24.0,21.63,0.3
610,13,8,24.0,18.86,0.61
640,13,8,24.0,25.82,0.15
671,13,8,24.0,21.64,0.87
701,13,8,24.0,21.06,1.11
1,13,9,24.0,19.56,0.1
32,13,9,24.0,19.65,0.4
61,13,9,24.0,19.24,0.27
92,13,9,24.0,25.02,0.42
122,13,9,24.0,20.76,0.51
153,13,9,24.0,25.0,0.12
183,13,9,24.0,21.43,0.99
214,13,9,24.0,21.9,0.79
245,13,9,24.0,21.26,0.25
275,13,9,24.0,23.89,0.13
306,13,9,24.0,22.52,0.38
336,13,9,24.0,18.76,0.4
367,13,9,24.0,22.32,0.43
398,13,9,24.0,20.07,0.28
426,13,9,24.0,21.9,0.31
457,13,9,24.0,18.17,0.83
487,13,9,24.0,24.91,0.81
518,13,9,24.0,21.06,0.25
548,13,9,24.0,22.71,0.35
579,13,9,24.0,24.14,0.48
610,13,9,24.0,20.88,0.13
640,13,9,24.0,21.2,0.75
671,13,9,24.0,18.23,0.48
701,13,9,24.0,23.74,2.41
1,13,10,24.0,22.83,0.66
32,13,10,24.0,21.95,1.01
61,13,10,24.0,21.08,0.31
92,13,10,24.0,19.86,0.13
122,13,10,24.0,18.62,0.65
153,13,10,24.0,19.38,0.56
183,13,10,24.0,21.5,0.28
214,13,10,24.0,22.71,0.14
245,13,10,24.0,20.75,0.9
275,13,10,24.0,24.52,1.69
306,13,10,24.0,23.41,0.67
336,13,10,24.0,22.21,0.9
367,13,10,24.0,24.49,0.62
398,13,10,24.0,24.48,0.21
426,13,10,24.0,22.41,0.32
457,13,10,24.0,20.73,2.96
487,13,10,24.0,25.1,0.68
518,13,10,24.0,18.22,0.69
548,13,10,24.0,22.76,0.68
579,13,10,24.0,21.28,0.36
610,13,10,24.0,18.57,0.1
640,13,10,24.0,21.05,0.92
671,13,10,24.0,18.99,0.26
701,13,10,24.0,20.01,0.45
1,14,1,24.0,21.94,0.64
32,14,1,24.0,19.79,0.18
61,14,1,24.0,25.44,0.35
92,14,1,24.0,19.64,0.46
122,14,1,24.0,22.1,0.32
153,14,1,24.0,22.05,0.7
183,14,1,24.0,21.6,0.85
214,14,1,24.0,22.82,0.32
245,14,1,24.0,19.62,0.89
275,14,1,24.0,23.21,1.23
306,14,1,24.0,25.21,0.13
336,14,1,24.0,23.66,0.55
367,14,1,24.0,24.72,0.57
398,14,1,24.0,21.39,0.39
426,14,1,24.0,21.0,0.56
457,14,1,24.0,21.37,0.25
487,14,1,24.0,25.95,0.17
518,14,1,24.0,21.19,0.23
548,14,1,24.0,19.0,0.16
579,14,1,24.0,20.78,0.34
610,14,1,24.0,23.72,0.16
640,14,1,24.0,21.75,0.15
671,14,1,24.0,22.88,0.71
701,14,1,24.0,22.11,0.94
1,14,2,24.0,22.98,0.87
32,14,2,24.0,18.32,0.12
61,14,2,24.0,18.9,0.23
92,14,2,24.0,18.84,0.4
122,14,2,24.0,24.7,1.87
153,14,2,24.0,25.09,0.6
183,14,2,24.0,23.34,0.53
214,14,2,24.0,21.31,0.2
245,14,2,24.0,21.82,3.86
275,14,2,24.0,18.96,0.31
306,14,2,24.0,18.2,0.67
336,14,2,24.0,19.65,0.62
367,14,2,24.0,22.12,0.68
398,14,2,24.0,21.98,0.19
426,14,2,24.0,24.67,0.86
457,14,2,24.0,23.52,0.37
487,14,2,24.0,18.7,0.28
518,14,2,24.0,22.8,0.66
548,14,2,24.0,18.35,0.14
579,14,2,24.0,23.47,0.49
610,14,2,24.0,20.59,0.3
640,14,2,24.0,19.37,0.54
671,14,2,24.0,18.8,0.42
701,14,2,24.0,21.24,0.19
1,14,3,24.0,19.76,1.19
32,14,3,24.0,19.72,0.98
61,14,3,24.0,23.32,0.47
92,14,3,24.0,19.55,0.67
122,14,3,24.0,23.27,0.65
153,14,3,24.0,22.94,0.71
183,14,3,24.0,19.24,0.26
214,14,3,24.0,19.1,0.22
245,14,3,24.0,22.75,0.2
275,14,3,24.0,24.74,0.74
306,14,3,24.0,22.39,1.09
336,14,3,24.0,19.78,0.26
367,14,3,24.0,22.53,0.13
398,14,3,24.0,19.64,0.33
426,14,3,24.0,24.04,0.76
457,14,3,24.0,20.03,0.82
487,14,3,24.0,21.65,0.56
518,14,3,24.0,25.76,0.14
548,14,3,24.0,21.33,0.25
579,14,3,24.0,25.83,0.52
610,14,3,24.0,19.77,0.2
640,14,3,24.0,25.9,0.38
671,14,3,24.0,24.97,0.58
701,14,3,24.0,24.84,0.48
1,14,4,24.0,25.01,0.29
32,14,4,24.0,20.04,0.84
61,14,4,24.0,21.51,1.51
92,14,4,24.0,24.48,0.1
122,14,4,24.0,18.22,0.65
153,14,4,24.0,25.57,0.12
183,14,4,24.0,20.41,0.41
214,14,4,24.0,25.13,1.58
245,14,4,24.0,18.85,0.91
275,14,4,24.0,25.23,0.13
306,14,4,24.0,22.68,1.62
336,14,4,24.0,25.75,0.55
367,14,4,24.0,23.62,1.26
398,14,4,24.0,25.86,2.68
426,14,4,24.0,21.2,0.39
457,14,4,24.0,22.67,1.41
487,14,4,24.0,21.3,0.12
518,14,4,24.0,21.32,2.99
548,14,4,24.0,25.96,2.55
579,14,4,24.0,20.83,1.2
610,14,4,24.0,18.8,0.28
640,14,4,24.0,25.19,0.27
671,14,4,24.0,20.54,1.1
701,14,4,24.0,21.01,0.22
1,14,5,24.0,22.7,0.23
32,14,5,24.0,18.97,0.44
61,14,5,24.0,24.61,0.14
92,14,5,24.0,22.4,0.96
122,14,5,24.0,18.61,0.32
153,14,5,24.0,22.2,1.36
183,14,5,24.0,20.07,0.3
214,14,5,24.0,22.96,0.14
245,14,5,24.0,23.44,0.18
275,14,5,24.0,18.81,0.26
306,14,5,24.0,19.73,0.54
336,14,5,24.0,23.94,0.1
367,14,5,24.0,20.67,0.3
398,14,5,24.0,23.48,0.42
426,14,5,24.0,23.6,0.45
457,14,5,24.0,22.28,3.23
487,14,5,24.0,18.71,0.46
518,14,5,24.0,23.49,1.68
548,14,5,24.0,23.16,0.81
579,14,5,24.0,25.86,0.63
610,14,5,24.0,25.71,0.83
640,14,5,24.0,24.22,0.12
671,14,5,24.0,21.09,0.15
701,14,5,24.0,23.6,0.49
1,14,6,24.0,21.0,0.48
32,14,6,24.0,25.46,0.65
61,14,6,24.0,22.59,0.39
92,14,6,24.0,25.79,0.27
122,14,6,24.0,22.43,1.31
153,14,6,24.0,24.15,0.23
183,14,6,24.0,22.23,2.15
214,14,6,24.0,19.21,0.45
245,14,6,24.0,24.91,0.65
275,14,6,24.0,19.46,0.25
306,14,6,24.0,21.77,0.16
336,14,6,24.0,25.86,0.47
367,14,6,24.0,20.75,0.92
398,14,6,24.0,23.19,1.2
426,14,6,24.0,24.45,0.62
457,14,6,24.0,25.23,0.34
487,14,6,24.0,22.3,0.44
518,14,6,24.0,20.42,0.82
548,14,6,24.0,25.81,0.18
579,14,6,24.0,20.47,0.74
610,14,6,24.0,25.68,0.39
640,14,6,24.0,25.94,1.05
671,14,6,24.0,18.3,0.2
701,14,6,24.0,25.54,0.51
1,14,7,24.0,19.41,0.73
32,14,7,24.0,22.26,0.66
61,14,7,24.0,21.92,1.5
92,14,7,24.0,22.29,0.62
122,14,7,24.0,21.68,0.11
153,14,7,24.0,22.93,0.35
183,14,7,24.0,18.14,0.22
214,14,7,24.0,22.43,0.33
245,14,7,24.0,19.11,0.59
275,14,7,24.0,18.3,0.52
306,14,7,24.0,23.83,0.34
336,14,7,24.0,25.89,0.78
367,14,7,24.0,20.89,0.24
398,14,7,24.0,19.87,0.23
426,14,7,24.0,21.48,2.04
457,14,7,24.0,21.97,1.56
487,14,7,24.0,23.58,1.59
518,14,7,24.0,24.38,0.17
548,14,7,24.0,20.1,0.83
579,14,7,24.0,23.09,1.09
610,14,7,24.0,23.56,0.54
640,14,7,24.0,18.44,0.13
671,14,7,24.0,18.26,0.6
701,14,7,24.0,23.86,0.58
1,14,8,24.0,20.96,1.23
32,14,8,24.0,21.26,0.12
61,14,8,24.0,20.37,0.25
92,14,8,24.0,19.14,0.59
122,14,8,24.0,19.67,0.11
153,14,8,24.0,18.97,0.21
183,14,8,24.0,24.13,0.98
214,14,8,24.0,22.31,0.68
245,14,8,24.0,22.54,0.2
275,14,8,24.0,18.85,0.35
306,14,8,24.0,25.26,1.01
336,14,8,24.0,25.02,0.24
367,14,8,24.0,22.36,1.17
398,14,8,24.0,22.56,0.24
426,14,8,24.0,18.11,0.62
457,14,8,24.0,22.28,0.53
487,14,8,24.0,23.07,0.38
518,14,8,24.0,23.93,1.06
548,14,8,24.0,22.92,0.46
579,14,8,24.0,23.23,0.1
610,14,8,24.0,25.17,0.4
640,14,8,24.0,18.83,0.33
671,14,8,24.0,25.85,0.17
701,14,8,24.0,21.93,3.38
1,14,9,24.0,20.16,0.33
32,14,9,24.0,24.95,1.08
61,14,9,24.0,25.79,0.81
92,14,9,24.0,20.53,1.58
122,14,9,24.0,19.93,0.67
153,14,9,24.0,24.8,0.76
183,14,9,24.0,23.43,0.28
214,14,9,24.0,19.69,0.28
245,14,9,24.0,19.22,1.51
275,14,9,24.0,20.29,0.2
306,14,9,24.0,21.4,0.33
336,14,9,24.0,22.23,0.17
367,14,9,24.0,24.93,0.33
398,14,9,24.0,20.28,1.11
426,14,9,24.0,20.72,0.44
457,14,9,24.0,18.71,0.18
487,14,9,24.0,18.5,0.78
518,14,9,24.0,24.56,0.4
548,14,9,24.0,20.72,0.13
579,14,9,24.0,18.51,0.34
610,14,9,24.0,18.77,0.1
640,14,9,24.0,24.14,1.11
671,14,9,24.0,25.87,0.72
701,14,9,24.0,24.33,0.52
1,14,10,24.0,23.5,0.78
32,14,10,24.0,25.68,0.88
61,14,10,24.0,18.94,0.12
92,14,10,24.0,23.62,0.76
122,14,10,24.0,23.27,0.33
153,14,10,24.0,20.16,0.27
183,14,10,24.0,19.33,1.12
214,14,10,24.0,22.66,0.32
245,14,10,24.0,25.32,0.32
275,14,10,24.0,23.4,0.95
306,14,10,24.0,25.93,0.76
336,14,10,24.0,22.29,0.57
367,14,10,24.0,20.76,0.49
398,14,10,24.0,25.56,0.61
426,14,10,24.0,23.75,0.29
457,14,10,24.0,20.45,1.56
487,14,10,24.0,24.92,0.19
518,14,10,24.0,18.44,0.16
548,14,10,24.0,19.35,0.3
579,14,10,24.0,25.52,0.14
610,14,10,24.0,18.44,0.22
640,14,10,24.0,24.84,0.42
671,14,10,24.0,22.41,0.97
701,14,10,24.0,22.91,0.38
1,15,1,24.0,22.73,0.68
32,15,1,24.0,25.78,0.29
61,15,1,24.0,18.01,0.81
92,15,1,24.0,18.1,1.2
122,15,1,24.0,22.69,0.12
153,15,1,24.0,25.52,0.14
183,15,1,24.0,23.28,0.68
214,15,1,24.0,21.1,0.41
245,15,1,24.0,21.96,0.34
275,15,1,24.0,20.93,0.26
306,15,1,24.0,22.09,1.36
336,15,1,24.0,25.71,0.75
367,15,1,24.0,19.43,1.05
