time_key,date_id,year,quarter,month,month_name,day,day_of_week
558,2025-07-11,2025,3,7,July,11,Friday
559,2025-07-12,2025,3,7,July,12,Saturday
560,2025-07-13,2025,3,7,July,13,Sunday
561,2025-07-14,2025,3,7,July,14,Monday
562,2025-07-15,2025,3,7,July,15,Tuesday
563,2025-07-16,2025,3,7,July,16,Wednesday
564,2025-07-17,2025,3,7,July,17,Thursday
565,2025-07-18,2025,3,7,July,18,Friday
566,2025-07-19,2025,3,7,July,19,Saturday
567,2025-07-20,2025,3,7,July,20,Sunday
568,2025-07-21,2025,3,7,July,21,Monday
569,2025-07-22,2025,3,7,July,22,Tuesday
570,2025-07-23,2025,3,7,July,23,Wednesday
571,2025-07-24,2025,3,7,July,24,Thursday
572,2025-07-25,2025,3,7,July,25,Friday
573,2025-07-26,2025,3,7,July,26,Saturday
574,2025-07-27,2025,3,7,July,27,Sunday
575,2025-07-28,2025,3,7,July,28,Monday
576,2025-07-29,2025,3,7,July,29,Tuesday
577,2025-07-30,2025,3,7,July,30,Wednesday
578,2025-07-31,2025,3,7,July,31,Thursday
579,2025-08-01,2025,3,8,August,1,Friday
580,2025-08-02,2025,3,8,August,2,Saturday
581,2025-08-03,2025,3,8,August,3,Sunday
582,2025-08-04,2025,3,8,August,4,Monday
583,2025-08-05,2025,3,8,August,5,Tuesday
584,2025-08-06,2025,3,8,August,6,Wednesday
585,2025-08-07,2025,3,8,August,7,Thursday
586,2025-08-08,2025,3,8,August,8,Friday
587,2025-08-09,2025,3,8,August,9,Saturday
588,2025-08-10,2025,3,8,August,10,Sunday
589,2025-08-11,2025,3,8,August,11,Monday
590,2025-08-12,2025,3,8,August,12,Tuesday
591,2025-08-13,2025,3,8,August,13,Wednesday
592,2025-08-14,2025,3,8,August,14,Thursday
593,2025-08-15,2025,3,8,August,15,Friday
594,2025-08-16,2025,3,8,August,16,Saturday
595,2025-08-17,2025,3,8,August,17,Sunday
596,2025-08-18,2025,3,8,August,18,Monday
597,2025-08-19,2025,3,8,August,19,Tuesday
598,2025-08-20,2025,3,8,August,20,Wednesday
599,2025-08-21,2025,3,8,August,21,Thursday
600,2025-08-22,2025,3,8,August,22,Friday
601,2025-08-23,2025,3,8,August,23,Saturday
602,2025-08-24,2025,3,8,August,24,Sunday
603,2025-08-25,2025,3,8,August,25,Monday
604,2025-08-26,2025,3,8,August,26,Tuesday
605,2025-08-27,2025,3,8,August,27,Wednesday
606,2025-08-28,2025,3,8,August,28,Thursday
607,2025-08-29,2025,3,8,August,29,Friday
608,2025-08-30,2025,3,8,August,30,Saturday
609,2025-08-31,2025,3,8,August,31,Sunday
610,2025-09-01,2025,3,9,September,1,Monday
611,2025-09-02,2025,3,9,September,2,Tuesday
612,2025-09-03,2025,3,9,September,3,Wednesday
613,2025-09-04,2025,3,9,September,4,Thursday
614,2025-09-05,2025,3,9,September,5,Friday
615,2025-09-06,2025,3,9,September,6,Saturday
616,2025-09-07,2025,3,9,September,7,Sunday
617,2025-09-08,2025,3,9,September,8,Monday
618,2025-09-09,2025,3,9,September,9,Tuesday
619,2025-09-10,2025,3,9,September,10,Wednesday
620,2025-09-11,2025,3,9,September,11,Thursday
621,2025-09-12,2025,3,9,September,12,Friday
622,2025-09-13,2025,3,9,September,13,Saturday
623,2025-09-14,2025,3,9,September,14,Sunday
624,2025-09-15,2025,3,9,September,15,Monday
625,2025-09-16,2025,3,9,September,16,Tuesday
626,2025-09-17,2025,3,9,September,17,Wednesday
627,2025-09-18,2025,3,9,September,18,Thursday
628,2025-09-19,2025,3,9,September,19,Friday
629,2025-09-20,2025,3,9,September,20,Saturday
630,2025-09-21,2025,3,9,September,21,Sunday
631,2025-09-22,2025,3,9,September,22,Monday
632,2025-09-23,2025,3,9,September,23,Tuesday
633,2025-09-24,2025,3,9,September,24,Wednesday
634,2025-09-25,2025,3,9,September,25,Thursday
635,2025-09-26,2025,3,9,September,26,Friday
636,2025-09-27,2025,3,9,September,27,Saturday
637,2025-09-28,2025,3,9,September,28,Sunday
638,2025-09-29,2025,3,9,September,29,Monday
639,2025-09-30,2025,3,9,September,30,Tuesday
640,2025-10-01,2025,4,10,October,1,Wednesday
641,2025-10-02,2025,4,10,October,2,Thursday
642,2025-10-03,2025,4,10,October,3,Friday
643,2025-10-04,2025,4,10,October,4,Saturday
644,2025-10-05,2025,4,10,October,5,Sunday
645,2025-10-06,2025,4,10,October,6,Monday
646,2025-10-07,2025,4,10,October,7,Tuesday
647,2025-10-08,2025,4,10,October,8,Wednesday
648,2025-10-09,2025,4,10,October,9,Thursday
649,2025-10-10,2025,4,10,October,10,Friday
650,2025-10-11,2025,4,10,October,11,Saturday
651,2025-10-12,2025,4,10,October,12,Sunday
652,2025-10-13,2025,4,10,October,13,Monday
653,2025-10-14,2025,4,10,October,14,Tuesday
654,2025-10-15,2025,4,10,October,15,Wednesday
655,2025-10-16,2025,4,10,October,16,Thursday
656,2025-10-17,2025,4,10,October,17,Friday
657,2025-10-18,2025,4,10,October,18,Saturday
658,2025-10-19,2025,4,10,October,19,Sunday
659,2025-10-20,2025,4,10,October,20,Monday
660,2025-10-21,2025,4,10,October,21,Tuesday
661,2025-10-22,2025,4,10,October,22,Wednesday
662,2025-10-23,2025,4,10,October,23,Thursday
663,2025-10-24,2025,4,10,October,24,Friday
664,2025-10-25,2025,4,10,October,25,Saturday
665,2025-10-26,2025,4,10,October,26,Sunday
666,2025-10-27,2025,4,10,October,27,Monday
667,2025-10-28,2025,4,10,October,28,Tuesday
668,2025-10-29,2025,4,10,October,29,Wednesday
669,2025-10-30,2025,4,10,October,30,Thursday
670,2025-10-31,2025,4,10,October,31,Friday
671,2025-11-01,2025,4,11,November,1,Saturday
672,2025-11-02,2025,4,11,November,2,Sunday
673,2025-11-03,2025,4,11,November,3,Monday
674,2025-11-04,2025,4,11,November,4,Tuesday
675,2025-11-05,2025,4,11,November,5,Wednesday
676,2025-11-06,2025,4,11,November,6,Thursday
677,2025-11-07,2025,4,11,November,7,Friday
678,2025-11-08,2025,4,11,November,8,Saturday
679,2025-11-09,2025,4,11,November,9,Sunday
680,2025-11-10,2025,4,11,November,10,Monday
681,2025-11-11,2025,4,11,November,11,Tuesday
682,2025-11-12,2025,4,11,November,12,Wednesday
683,2025-11-13,2025,4,11,November,13,Thursday
684,2025-11-14,2025,4,11,November,14,Friday
685,2025-11-15,2025,4,11,November,15,Saturday
686,2025-11-16,2025,4,11,November,16,Sunday
687,2025-11-17,2025,4,11,November,17,Monday
688,2025-11-18,2025,4,11,November,18,Tuesday
689,2025-11-19,2025,4,11,November,19,Wednesday
690,2025-11-20,2025,4,11,November,20,Thursday
691,2025-11-21,2025,4,11,November,21,Friday
692,2025-11-22,2025,4,11,November,22,Saturday
693,2025-11-23,2025,4,11,November,23,Sunday
694,2025-11-24,2025,4,11,November,24,Monday
695,2025-11-25,2025,4,11,November,25,Tuesday
696,2025-11-26,2025,4,11,November,26,Wednesday
697,2025-11-27,2025,4,11,November,27,Thursday
698,2025-11-28,2025,4,11,November,28,Friday
699,2025-11-29,2025,4,11,November,29,Saturday
700,2025-11-30,2025,4,11,November,30,Sunday
701,2025-12-01,2025,4,12,December,1,Monday
702,2025-12-02,2025,4,12,December,2,Tuesday
703,2025-12-03,2025,4,12,December,3,Wednesday
704,2025-12-04,2025,4,12,December,4,Thursday
705,2025-12-05,2025,4,12,December,5,Friday
706,2025-12-06,2025,4,12,December,6,Saturday
707,2025-12-07,2025,4,12,December,7,Sunday
708,2025-12-08,2025,4,12,December,8,Monday
709,2025-12-09,2025,4,12,December,9,Tuesday
710,2025-12-10,2025,4,12,December,10,Wednesday
711,2025-12-11,2025,4,12,December,11,Thursday
712,2025-12-12,2025,4,12,December,12,Friday
713,2025-12-13,2025,4,12,December,13,Saturday
714,2025-12-14,2025,4,12,December,14,Sunday
715,2025-12-15,2025,4,12,December,15,Monday
716,2025-12-16,2025,4,12,December,16,Tuesday
717,2025-12-17,2025,4,12,December,17,Wednesday
718,2025-12-18,2025,4,12,December,18,Thursday
719,2025-12-19,2025,4,12,December,19,Friday
720,2025-12-20,2025,4,12,December,20,Saturday
721,2025-12-21,2025,4,12,December,21,Sunday
722,2025-12-22,2025,4,12,December,22,Monday
723,2025-12-23,2025,4,12,December,23,Tuesday
724,2025-12-24,2025,4,12,December,24,Wednesday
725,2025-12-25,2025,4,12,December,25,Thursday
726,2025-12-26,2025,4,12,December,26,Friday
727,2025-12-27,2025,4,12,December,27,Saturday
728,2025-12-28,2025,4,12,December,28,Sunday
729,2025-12-29,2025,4,12,December,29,Monday
730,2025-12-30,2025,4,12,December,30,Tuesday
731,2025-12-31,2025,4,12,December,31,Wednesday
