asset_key,asset_id,system_key,team_key,purchase_date,lifecycle,utilisation
1225,ASSET_3F471C2C,28,7,2021-04-23,New,33.49
1226,ASSET_1EBB50CA,7,10,2025-12-21,New,61.17
1227,ASSET_B26B9E34,46,2,2021-11-23,End-of-life,63.15
1228,ASSET_42169892,49,4,2024-04-27,Midlife,56.53
1229,ASSET_DB76CCD7,2,4,2022-09-13,Midlife,81.57
1230,ASSET_C754F2F1,47,7,2024-08-28,Midlife,51.79
1231,ASSET_5B326A4B,17,10,2025-03-08,Midlife,31.73
1232,ASSET_4150F3B7,45,1,2022-07-23,New,39.09
1233,ASSET_9165097A,48,3,2024-04-21,End-of-life,34.65
1234,ASSET_4D89DC7C,49,3,2021-03-08,End-of-life,54.53
1235,ASSET_DD35DEFE,29,3,2021-10-20,End-of-life,78.29
1236,ASSET_66CAE9C9,42,1,2020-10-27,Midlife,75.13
1237,ASSET_F95817F6,7,9,2025-12-20,New,88.23
1238,ASSET_2A4E9A96,32,5,2021-11-10,Midlife,52.55
1239,ASSET_6E1E56AF,24,10,2024-05-17,Midlife,35.61
1240,ASSET_0C8191B7,46,9,2022-07-13,Midlife,47.35
1241,ASSET_E9887EEA,1,5,2022-07-06,Midlife,61.14
1242,ASSET_152BA93A,16,1,2024-02-19,End-of-life,93.35
1243,ASSET_D5C886BE,5,10,2024-10-04,New,90.52
1244,ASSET_8047F311,43,1,2022-09-21,New,43.78
1245,ASSET_B3E80EE5,13,5,2022-05-15,Midlife,74.73
1246,ASSET_5218A88A,50,9,2024-02-19,New,93.2
1247,ASSET_11B22279,48,9,2023-07-12,Midlife,88.93
1248,ASSET_6B3397AE,46,7,2024-08-15,New,86.87
1249,ASSET_6EF13263,34,9,2025-11-05,Midlife,81.68
1250,ASSET_6D16C642,39,4,2021-04-02,Midlife,51.74
1251,ASSET_8C4E10A4,5,2,2023-07-20,New,38.35
1252,ASSET_299EDE6F,12,10,2021-12-09,End-of-life,94.55
1253,ASSET_CDDE4D85,49,9,2022-10-28,Midlife,41.73
1254,ASSET_9BD7B8FE,5,9,2022-02-16,New,31.11
1255,ASSET_09CF4142,21,6,2022-06-12,Midlife,43.52
1256,ASSET_FED1A463,47,9,2023-09-23,Midlife,79.21
1257,ASSET_FFDA2A50,42,6,2023-03-03,Midlife,71.56
1258,ASSET_4287FE89,23,4,2024-05-09,Midlife,57.65
1259,ASSET_043EE5C1,44,1,2020-12-09,New,70.71
1260,ASSET_C398643A,33,10,2024-12-06,New,41.73
1261,ASSET_7088B64E,21,7,2023-02-23,Midlife,66.61
1262,ASSET_0F455362,19,6,2024-01-05,Midlife,82.37
1263,ASSET_94250129,40,1,2024-04-07,End-of-life,54.38
1264,ASSET_E66CAA3F,37,6,2021-09-29,New,70.01
1265,ASSET_F4FE18FB,18,6,2022-05-21,End-of-life,36.37
1266,ASSET_FE7664B4,5,5,2020-09-25,End-of-life,73.74
1267,ASSET_22FC93E2,47,5,2021-07-10,End-of-life,51.96
1268,ASSET_7D912BFB,22,7,2020-08-09,Midlife,52.09
1269,ASSET_4BA6806B,3,1,2021-11-09,End-of-life,80.64
1270,ASSET_F017DF2B,41,1,2026-01-03,New,74.95
1271,ASSET_C99BB7A7,25,7,2022-12-03,Midlife,79.32
1272,ASSET_B420FA3B,20,6,2024-02-04,End-of-life,91.06
1273,ASSET_E801AFD9,44,6,2022-11-12,End-of-life,67.63
1274,ASSET_75DC5D8C,36,5,2022-11-07,New,68.47
1275,ASSET_F89F5FA8,14,10,2021-12-25,End-of-life,92.27
1276,ASSET_EA29D2D7,8,1,2023-05-22,End-of-life,67.97
1277,ASSET_A2DD873E,26,6,2021-09-30,End-of-life,75.25
1278,ASSET_4653BAF6,29,10,2024-02-28,End-of-life,90.25
1279,ASSET_C2106F99,34,7,2022-06-25,End-of-life,90.7
1280,ASSET_EA649676,23,2,2021-11-04,Midlife,41.75
1281,ASSET_0500C739,7,10,2025-08-04,Midlife,47.79
1282,ASSET_36B804FD,8,1,2025-11-05,New,82.47
1283,ASSET_E35D6A57,40,10,2020-10-30,New,73.89
1284,ASSET_E1F747EA,16,2,2021-10-13,New,37.14
1285,ASSET_49CCA5AC,40,1,2023-06-20,New,40.23
1286,ASSET_34EAF293,38,8,2025-12-05,End-of-life,41.22
1287,ASSET_0AE379A5,4,8,2024-07-31,Midlife,63.1
1288,ASSET_D1079FAF,39,9,2024-08-27,End-of-life,60.28
1289,ASSET_6FFBF425,19,6,2022-04-27,End-of-life,38.68
1290,ASSET_7B95397A,9,10,2020-08-20,New,37.27
1291,ASSET_E7286E6C,16,10,2024-07-04,New,60.44
1292,ASSET_ADDAEE94,33,6,2023-05-07,End-of-life,91.89
1293,ASSET_5AC49393,24,8,2024-08-14,End-of-life,70.74
1294,ASSET_5CCF7CAE,6,6,2021-08-08,End-of-life,77.98
1295,ASSET_EE7172CB,21,3,2024-01-05,New,88.43
1296,ASSET_15D06811,36,8,2021-07-08,End-of-life,53.15
1297,ASSET_3097C186,13,5,2023-06-21,Midlife,38.23
1298,ASSET_B33A6C91,49,5,2024-09-12,End-of-life,33.21
1299,ASSET_E6FDD610,12,4,2024-03-23,New,77.84
1300,ASSET_F8A83E2D,29,6,2024-01-07,End-of-life,30.71
1301,ASSET_FB678363,31,8,2021-06-09,New,94.2
1302,ASSET_81D4BD4A,19,3,2025-07-19,New,85.59
1303,ASSET_C9408FA1,50,5,2025-01-22,End-of-life,78.65
1304,ASSET_E8A54345,33,8,2021-04-04,New,37.91
1305,ASSET_50999E98,28,9,2022-06-20,New,45.24
1306,ASSET_C773665B,6,6,2024-09-16,New,90.41
1307,ASSET_05D81CFE,13,8,2024-10-11,New,38.58
1308,ASSET_4FB7AE16,19,5,2020-10-09,New,50.96
1309,ASSET_12221F65,19,10,2024-08-01,Midlife,80.99
1310,ASSET_4C2A54FB,8,6,2023-01-14,New,43.25
1311,ASSET_F9F04A7B,28,9,2024-09-04,Midlife,74.63
1312,ASSET_DC274C97,2,4,2024-08-29,End-of-life,33.55
1313,ASSET_4A9EABFB,40,4,2025-05-15,New,66.9
1314,ASSET_3F8E0615,45,4,2021-12-10,Midlife,62.79
1315,ASSET_3015CBB8,46,7,2022-07-08,New,93.85
1316,ASSET_115BE0BA,15,4,2023-12-18,New,45.34
1317,ASSET_963C6852,4,9,2020-11-09,End-of-life,46.23
1318,ASSET_A2B7B42B,15,10,2025-09-06,End-of-life,47.54
1319,ASSET_29CADAF0,18,10,2025-08-30,End-of-life,49.78
1320,ASSET_8B3A8693,39,8,2021-09-07,End-of-life,52.21
1321,ASSET_0D2E273A,23,7,2022-04-23,End-of-life,38.72
1322,ASSET_3B7DAE1E,4,4,2025-10-06,New,74.41
1323,ASSET_95CAF3DE,21,6,2025-12-06,Midlife,42.68
1324,ASSET_D2C1967C,46,2,2021-01-26,End-of-life,73.34
1325,ASSET_B57E6042,33,3,2022-10-12,Midlife,66.82
1326,ASSET_B99EAE3A,14,1,2024-02-09,End-of-life,53.06
1327,ASSET_9A1FEB4A,37,6,2025-09-03,Midlife,39.93
1328,ASSET_61196030,33,3,2025-04-28,End-of-life,62.11
1329,ASSET_FC360C16,2,4,2024-08-07,New,72.41
1330,ASSET_AE8E8DC7,8,3,2024-09-09,Midlife,74.39
1331,ASSET_B732578D,8,5,2025-07-19,Midlife,34.37
1332,ASSET_C303151A,9,5,2023-03-23,Midlife,94.82
1333,ASSET_BBC1D43A,8,10,2024-07-30,New,36.25
1334,ASSET_6EB03052,44,3,2021-01-22,New,49.95
1335,ASSET_7042CCF5,25,2,2024-12-14,Midlife,31.78
1336,ASSET_58B4169C,27,10,2021-09-05,New,43.28
1337,ASSET_DFA418CC,29,4,2025-04-28,End-of-life,35.87
1338,ASSET_792A4266,17,6,2025-04-26,New,85.94
1339,ASSET_9A0F57F0,11,3,2024-12-26,Midlife,90.72
1340,ASSET_0D5340CF,32,9,2021-01-02,End-of-life,78.59
1341,ASSET_1745461A,46,5,2024-07-04,New,91.63
1342,ASSET_CF71FBEA,42,6,2022-03-18,End-of-life,74.59
1343,ASSET_A347C9E1,38,7,2022-11-11,New,94.13
1344,ASSET_260DA68C,8,6,2025-08-04,End-of-life,64.38
1345,ASSET_F3911F0C,11,3,2026-01-19,Midlife,71.02
1346,ASSET_C0CFD2A7,1,10,2022-07-29,End-of-life,92.22
1347,ASSET_35968BFB,40,4,2024-06-22,New,79.06
1348,ASSET_DBAD8E0C,25,8,2021-06-05,Midlife,92.26
1349,ASSET_DE61D00C,50,2,2020-09-08,End-of-life,31.12
1350,ASSET_72EC3A61,40,2,2021-10-03,New,92.35
1351,ASSET_168182A8,24,6,2020-10-24,Midlife,52.64
1352,ASSET_A9CF5842,9,5,2020-12-26,New,51.41
1353,ASSET_14B40B65,49,7,2021-02-08,Midlife,80.05
1354,ASSET_713F6C74,2,3,2020-10-23,New,46.17
1355,ASSET_AAAE9D1E,41,8,2022-09-06,Midlife,63.19
1356,ASSET_D483B123,42,5,2024-10-20,End-of-life,45.28
1357,ASSET_2A269BE1,48,10,2020-10-25,End-of-life,53.81
1358,ASSET_4E5CFF7C,15,1,2023-11-29,End-of-life,91.11
1359,ASSET_2EA228D3,36,10,2022-01-18,End-of-life,70.64
1360,ASSET_E6ABC49B,9,5,2021-12-12,New,56.49
1361,ASSET_BC80EC86,12,8,2023-06-21,New,59.2
1362,ASSET_F6867592,45,2,2023-01-21,Midlife,30.66
1363,ASSET_11AADB8D,8,5,2022-02-23,End-of-life,39.54
1364,ASSET_CA872354,38,7,2024-07-25,End-of-life,43.79
1365,ASSET_91701033,43,9,2021-02-08,Midlife,62.98
1366,ASSET_BD4F8B43,9,4,2022-07-12,End-of-life,54.81
1367,ASSET_3E6B5ABB,31,7,2023-01-23,New,59.72
1368,ASSET_D78DB6B7,49,6,2022-06-11,New,66.74
1369,ASSET_AE09FA32,12,7,2022-04-04,New,51.43
1370,ASSET_B9C5DCC7,34,1,2020-12-16,Midlife,33.54
1371,ASSET_3429A369,22,4,2026-01-05,New,67.31
1372,ASSET_C3FFCE61,36,7,2023-03-29,Midlife,69.93
1373,ASSET_40314EFC,40,4,2022-07-22,End-of-life,83.88
1374,ASSET_9A03D71D,9,4,2023-05-28,New,46.04
1375,ASSET_78B36A74,5,10,2025-04-10,Midlife,76.25
1376,ASSET_B6CB1EFE,48,7,2025-11-18,New,44.74
1377,ASSET_6E6C2850,26,7,2021-04-13,Midlife,78.39
1378,ASSET_2961F77D,23,2,2023-02-24,Midlife,56.47
1379,ASSET_1A0124EA,46,6,2022-11-30,New,50.43
1380,ASSET_57702B59,33,5,2024-09-15,Midlife,73.21
1381,ASSET_06C5387F,36,6,2020-10-05,End-of-life,80.38
1382,ASSET_A3ECE478,45,1,2024-06-26,New,58.86
1383,ASSET_6F2BC708,50,6,2025-03-21,New,60.55
1384,ASSET_F54BE056,33,1,2023-11-02,End-of-life,44.68
1385,ASSET_D8BAA295,48,8,2020-11-29,End-of-life,73.0
1386,ASSET_816062C4,2,2,2023-08-28,New,56.06
1387,ASSET_CA60597A,45,4,2024-09-26,New,71.87
1388,ASSET_C1DEA4A6,8,7,2022-09-17,New,39.43
1389,ASSET_3F3F4D86,21,10,2023-07-15,New,87.72
1390,ASSET_A7F8D1F2,8,5,2021-12-22,Midlife,49.29
1391,ASSET_0B24E2B8,27,3,2025-11-04,New,67.78
1392,ASSET_AFAD1121,50,2,2025-11-19,New,63.37
1393,ASSET_768C4974,35,2,2021-10-22,New,60.38
1394,ASSET_71F04A19,38,3,2022-01-15,Midlife,52.11
1395,ASSET_1983838F,23,3,2022-03-31,Midlife,56.33
1396,ASSET_9B2FED35,23,9,2025-12-24,New,89.6
1397,ASSET_057FB768,10,6,2021-11-20,New,76.29
1398,ASSET_7C8DDDA6,22,1,2024-04-24,Midlife,75.38
1399,ASSET_1C5D9EE2,3,6,2024-07-08,End-of-life,90.62
1400,ASSET_F1943A3D,42,9,2022-12-22,End-of-life,93.02
1401,ASSET_3ED0F1E6,15,5,2025-10-04,New,47.92
1402,ASSET_A8B01DE8,47,8,2024-06-17,Midlife,38.08
1403,ASSET_FF744E55,24,3,2024-10-18,End-of-life,31.11
1404,ASSET_8278FED3,13,9,2022-10-19,New,41.23
1405,ASSET_D694CF58,24,2,2022-03-21,End-of-life,78.86
1406,ASSET_46337E64,41,10,2024-03-24,Midlife,72.0
1407,ASSET_F5B6D860,11,8,2024-08-10,New,88.79
1408,ASSET_A5B18DCC,17,4,2022-03-26,New,81.36
1409,ASSET_E3AB5662,20,3,2021-01-03,New,50.28
1410,ASSET_B33D644C,32,3,2022-11-12,End-of-life,54.48
1411,ASSET_7F818726,5,4,2021-09-20,Midlife,64.1
1412,ASSET_A36238F7,20,10,2020-11-28,End-of-life,67.34
1413,ASSET_97EF29F3,21,9,2023-06-11,End-of-life,86.23
1414,ASSET_CF2C2136,9,10,2021-04-03,End-of-life,32.15
1415,ASSET_5A0E037B,8,10,2021-07-04,End-of-life,72.21
1416,ASSET_26BF0FB5,16,2,2023-05-20,End-of-life,33.08
1417,ASSET_E76617AC,28,6,2025-01-19,Midlife,44.54
1418,ASSET_2E562312,16,9,2022-06-09,New,78.35
1419,ASSET_CAFBA389,16,6,2024-03-01,New,67.2
1420,ASSET_A493D3E0,44,9,2024-02-16,New,56.09
1421,ASSET_6D1EDA7E,13,3,2023-05-06,Midlife,94.0
1422,ASSET_E9AFF58C,24,1,2021-08-16,New,36.13
1423,ASSET_40C5C16F,34,10,2020-12-27,New,82.18
1424,ASSET_28712E47,32,3,2023-09-05,Midlife,56.42
1425,ASSET_2BC7D2BE,4,3,2021-07-15,End-of-life,65.1
1426,ASSET_EFD8C2C8,25,8,2021-03-02,End-of-life,62.32
1427,ASSET_3EE20762,6,4,2023-05-27,End-of-life,77.74
1428,ASSET_690F5DA6,19,6,2021-06-14,Midlife,91.75
1429,ASSET_45323F3E,13,2,2021-01-03,End-of-life,74.18
1430,ASSET_AA9A5823,47,1,2020-12-03,New,39.79
1431,ASSET_8119BCE7,6,2,2022-06-07,End-of-life,58.22
1432,ASSET_B00D74E1,18,10,2021-04-17,New,64.69
1433,ASSET_F4B91DF3,1,6,2026-01-08,Midlife,92.17
1434,ASSET_0C79F0A5,22,3,2024-02-27,End-of-life,65.48
1435,ASSET_90D04012,34,10,2024-05-23,Midlife,86.43
1436,ASSET_459E8DB5,36,10,2021-01-24,New,30.5
1437,ASSET_D1C48E1D,36,9,2022-01-21,Midlife,71.7
1438,ASSET_1C40914A,15,3,2022-01-29,New,77.56
1439,ASSET_7B3240C1,1,9,2025-05-01,End-of-life,75.56
1440,ASSET_6AEC794B,28,3,2022-04-24,End-of-life,61.99
1441,ASSET_A191A003,40,2,2023-03-25,Midlife,36.03
1442,ASSET_2633F1DE,49,10,2024-01-14,Midlife,69.28
1443,ASSET_D3BF5355,23,2,2025-06-26,End-of-life,68.02
1444,ASSET_1EE3B201,40,9,2022-03-09,New,65.11
1445,ASSET_F4F581F5,16,2,2025-06-19,Midlife,44.27
1446,ASSET_4414CF80,24,10,2021-01-13,End-of-life,46.49
1447,ASSET_0E3A04DA,12,2,2021-12-06,New,58.48
1448,ASSET_6054616C,13,1,2023-08-18,New,39.82
1449,ASSET_61F59854,28,3,2022-06-04,Midlife,72.92
1450,ASSET_A8C1EF08,6,4,2025-08-07,End-of-life,37.49
1451,ASSET_178F7738,36,10,2021-03-20,Midlife,75.75
1452,ASSET_BD659E9B,5,8,2020-08-25,Midlife,55.72
1453,ASSET_9AC6ABD5,10,8,2021-08-26,Midlife,80.24
1454,ASSET_1372A996,13,8,2024-08-06,New,47.77
1455,ASSET_4E190D89,13,3,2023-11-28,New,43.66
1456,ASSET_571B0EC1,47,1,2022-10-14,Midlife,52.14
1457,ASSET_8715F076,2,9,2024-09-30,Midlife,86.32
1458,ASSET_2358AF0C,9,3,2022-06-20,New,55.47
1459,ASSET_DC322355,39,7,2023-01-10,End-of-life,41.11
1460,ASSET_0C18207B,25,10,2024-12-10,End-of-life,31.36
1461,ASSET_B1B32B01,29,8,2022-01-30,Midlife,89.78
1462,ASSET_5A95D299,2,1,2020-08-27,New,65.62
1463,ASSET_88AF3DF2,41,10,2025-09-05,Midlife,93.44
1464,ASSET_DC8851E1,14,8,2025-03-13,New,68.22
1465,ASSET_D1D5BBB4,4,4,2022-11-21,Midlife,39.42
1466,ASSET_2A605552,41,4,2024-07-13,New,68.3
1467,ASSET_C6D1C6C5,28,6,2024-11-18,New,57.54
1468,ASSET_9C736100,40,8,2022-02-21,New,44.34
1469,ASSET_19D1F558,27,9,2022-10-17,Midlife,71.96
1470,ASSET_915DE0D0,39,5,2024-02-26,End-of-life,45.24
1471,ASSET_22E129E3,35,4,2020-10-05,End-of-life,70.71
1472,ASSET_D40A2E19,9,9,2021-02-11,Midlife,83.28
1473,ASSET_51CDF9DE,31,7,2024-10-08,Midlife,50.81
1474,ASSET_4B9EA546,19,6,2025-12-24,End-of-life,47.58
1475,ASSET_8CE0CE61,11,1,2021-01-20,End-of-life,94.91
1476,ASSET_6BC5A343,28,8,2025-04-23,New,92.85
1477,ASSET_68D9C77A,49,8,2022-07-22,Midlife,44.31
1478,ASSET_8FD2D06E,36,1,2021-07-01,Midlife,46.43
1479,ASSET_2785E215,7,3,2025-03-13,End-of-life,85.59
1480,ASSET_42B0A0CD,48,9,2023-09-29,Midlife,73.05
1481,ASSET_71E0C990,43,1,2022-11-14,Midlife,49.67
1482,ASSET_CD32E430,11,8,2023-09-29,New,50.63
1483,ASSET_54F1F2D4,33,1,2021-07-13,Midlife,52.78
1484,ASSET_7F9E667D,36,1,2022-05-25,Midlife,87.84
1485,ASSET_5B2556A5,3,6,2022-12-14,New,44.97
1486,ASSET_45A85E93,50,1,2023-07-11,Midlife,71.56
1487,ASSET_16DFCF74,14,2,2023-03-08,New,40.68
1488,ASSET_5DF6D86B,47,5,2022-03-29,New,79.72
1489,ASSET_DF8DECE6,25,5,2025-11-10,New,87.65
1490,ASSET_4369A790,36,8,2023-07-23,Midlife,41.93
1491,ASSET_5EC4B034,43,7,2024-05-06,New,85.52
1492,ASSET_9F5C8AB7,1,10,2025-05-21,Midlife,74.86
1493,ASSET_7063DE74,5,10,2023-11-18,New,48.01
1494,ASSET_A2FFF801,6,6,2022-06-22,Midlife,34.64
1495,ASSET_CBF34DBF,44,3,2021-11-07,New,85.06
1496,ASSET_20FCE878,19,1,2022-02-26,Midlife,70.05
1497,ASSET_858BB799,28,4,2021-04-28,New,92.0
1498,ASSET_3BB96275,7,2,2023-12-11,Midlife,61.82
1499,ASSET_BC7C0D9A,12,3,2023-11-06,End-of-life,81.1
1500,ASSET_FBA31A05,10,6,2024-06-19,Midlife,86.85
1501,ASSET_5F750401,5,10,2023-04-25,Midlife,48.75
1502,ASSET_765C0C04,20,6,2025-04-04,End-of-life,73.55
1503,ASSET_5585E319,50,1,2023-11-21,New,64.5
1504,ASSET_08123485,45,7,2023-07-25,End-of-life,89.73
1505,ASSET_9728D979,49,6,2025-08-03,End-of-life,90.65
1506,ASSET_4F707910,23,4,2021-09-21,Midlife,81.18
1507,ASSET_27103441,39,6,2023-11-11,End-of-life,48.18
1508,ASSET_C1167527,25,9,2024-11-16,New,43.01
1509,ASSET_762126FF,16,5,2024-02-18,New,93.02
1510,ASSET_371C6C77,45,3,2022-06-25,Midlife,34.0
1511,ASSET_BD2E103B,18,1,2023-11-22,Midlife,83.02
1512,ASSET_4F49DD1B,28,2,2022-05-02,Midlife,55.69
1513,ASSET_393495CD,14,2,2021-02-25,New,74.47
1514,ASSET_E9A79C0F,4,8,2022-12-09,New,49.33
1515,ASSET_EF75FADE,19,7,2020-12-04,Midlife,62.19
1516,ASSET_3364DA2C,29,5,2022-07-27,Midlife,38.86
1517,ASSET_C3F43290,6,4,2023-04-09,New,77.49
1518,ASSET_F4631711,15,8,2023-09-05,Midlife,79.18
1519,ASSET_1BB98E00,8,2,2023-12-04,End-of-life,64.53
1520,ASSET_9ACA3B9E,40,10,2024-03-10,New,75.57
1521,ASSET_6BC737E3,6,6,2021-12-29,Midlife,43.12
1522,ASSET_C6BEDD89,49,3,2023-11-07,End-of-life,35.81
1523,ASSET_A875CAE8,24,8,2022-03-22,New,36.49
1524,ASSET_E427B6E9,13,6,2025-02-07,Midlife,47.06
1525,ASSET_29A95918,29,2,2026-01-21,New,41.53
1526,ASSET_C7B8EC57,42,8,2023-07-11,End-of-life,30.77
1527,ASSET_8F241760,7,2,2022-08-09,New,84.87
1528,ASSET_B0A59F20,40,8,2023-11-13,New,34.91
1529,ASSET_CF69A71D,45,6,2021-09-18,Midlife,57.48
1530,ASSET_32D29575,6,9,2021-05-31,End-of-life,41.14
1531,ASSET_A55D4ADB,6,1,2021-03-09,End-of-life,54.58
1532,ASSET_EFEE08EC,40,5,2025-07-24,New,35.34
1533,ASSET_D4F8696C,45,1,2023-09-26,Midlife,94.72
1534,ASSET_BAAB166C,16,6,2025-10-10,New,46.15
1535,ASSET_0EA0470D,25,1,2025-12-09,New,89.02
1536,ASSET_D125E707,47,6,2024-08-24,New,39.65
1537,ASSET_ED4E72EA,24,4,2022-08-30,Midlife,56.54
1538,ASSET_F45EA89F,6,8,2025-10-29,New,74.85
1539,ASSET_08EF6C7B,17,8,2022-04-24,New,57.04
1540,ASSET_28CB0D4A,16,10,2025-05-15,New,42.26
1541,ASSET_9169F135,40,5,2020-10-20,Midlife,87.86
1542,ASSET_A636B8A2,38,10,2023-10-17,Midlife,47.46
1543,ASSET_E6F445C8,50,1,2022-11-10,Midlife,72.54
1544,ASSET_DB4A4B3C,50,8,2022-03-29,New,59.08
1545,ASSET_972038EB,50,7,2023-10-26,End-of-life,61.91
1546,ASSET_49C6DA5F,28,4,2021-08-30,New,46.63
1547,ASSET_81A9BFD1,46,1,2025-02-18,End-of-life,58.84
1548,ASSET_D419AC97,38,4,2022-08-11,End-of-life,50.16
1549,ASSET_DF5B069E,33,4,2026-01-09,New,69.49
1550,ASSET_73C0D672,36,8,2024-08-06,Midlife,52.47
1551,ASSET_23CC7E98,36,3,2022-04-13,End-of-life,58.19
1552,ASSET_18E196D0,14,1,2021-11-16,New,78.39
1553,ASSET_9D052B36,8,8,2022-01-09,End-of-life,84.78
1554,ASSET_6C729D08,10,10,2022-05-03,New,52.27
1555,ASSET_8AF0880C,8,7,2023-04-11,End-of-life,72.64
1556,ASSET_7E8289DF,11,8,2022-11-08,End-of-life,89.07
1557,ASSET_994AECB1,48,3,2021-02-25,New,79.56
1558,ASSET_C352822D,16,7,2022-02-03,New,93.17
1559,ASSET_E06098A4,2,5,2020-12-06,Midlife,40.64
1560,ASSET_4A120A71,1,8,2023-02-10,New,79.2
1561,ASSET_DF8A12CA,6,7,2020-09-29,Midlife,30.7
1562,ASSET_FFD2AF14,40,10,2024-04-04,New,81.37
1563,ASSET_4B814FF7,20,2,2023-03-30,New,30.95
1564,ASSET_5632210A,39,1,2022-01-19,End-of-life,50.31
1565,ASSET_5070C8B3,34,1,2025-01-07,End-of-life,72.97
1566,ASSET_774BE1A7,11,4,2022-03-15,End-of-life,33.81
1567,ASSET_72607FF7,37,6,2022-01-11,End-of-life,85.57
1568,ASSET_90878E66,36,5,2021-06-26,Midlife,40.47
1569,ASSET_95555418,28,8,2022-12-18,End-of-life,52.95
1570,ASSET_6B7B62BD,47,6,2024-01-25,New,81.29
1571,ASSET_EE98F488,19,7,2022-12-26,New,71.29
1572,ASSET_0C70A351,18,8,2023-03-25,End-of-life,57.98
1573,ASSET_42BB1F50,41,6,2024-03-23,End-of-life,31.27
1574,ASSET_8D45DDEC,21,9,2023-08-02,End-of-life,47.19
1575,ASSET_E255C1D3,2,4,2023-07-31,Midlife,44.75
1576,ASSET_1A9AC074,14,4,2022-10-04,End-of-life,81.13
1577,ASSET_E04F5B65,45,5,2024-02-16,Midlife,44.6
1578,ASSET_86BBEAEF,5,1,2025-12-18,Midlife,58.8
1579,ASSET_7FFB371F,21,7,2021-06-03,Midlife,56.07
1580,ASSET_8C5CA8A9,22,4,2023-04-15,New,47.27
1581,ASSET_69EE36EE,8,4,2023-04-14,End-of-life,74.11
1582,ASSET_698CC79D,9,4,2025-09-17,End-of-life,47.58
1583,ASSET_D460710E,41,5,2022-03-03,End-of-life,75.96
1584,ASSET_509213CD,29,2,2020-08-30,Midlife,83.72
1585,ASSET_39640797,34,1,2025-04-23,Midlife,88.69
1586,ASSET_16EE79B8,47,3,2022-05-09,End-of-life,43.02
1587,ASSET_998F992E,36,5,2024-05-03,End-of-life,42.65
1588,ASSET_27665796,27,3,2021-06-12,End-of-life,45.19
1589,ASSET_140C976D,24,4,2022-05-16,New,85.33
1590,ASSET_AD08C5F8,27,9,2022-04-07,End-of-life,68.93
1591,ASSET_B3B1A150,45,9,2024-05-22,New,60.49
1592,ASSET_A2BDF476,43,8,2024-03-31,Midlife,75.16
1593,ASSET_ADF9D542,12,1,2026-01-02,Midlife,45.0
1594,ASSET_97C80D73,23,8,2025-03-20,End-of-life,72.88
1595,ASSET_68512103,50,1,2024-08-23,Midlife,89.42
1596,ASSET_52304553,17,7,2022-10-19,New,64.34
1597,ASSET_563D29D2,3,4,2025-03-08,New,37.22
1598,ASSET_635AE207,50,9,2022-02-02,End-of-life,71.77
1599,ASSET_99613669,13,6,2023-02-25,Midlife,76.44
1600,ASSET_CFB38B93,36,5,2022-06-09,New,80.48
1601,ASSET_EF357B0E,50,7,2024-09-17,New,40.72
1602,ASSET_010AE2AC,20,2,2024-03-13,Midlife,62.98
1603,ASSET_969A4775,39,7,2024-02-22,End-of-life,82.87
1604,ASSET_2EDD979D,50,10,2021-06-19,Midlife,51.8
1605,ASSET_5DD646B0,18,6,2021-02-20,End-of-life,94.56
1606,ASSET_B6170A19,34,3,2022-09-14,Midlife,61.08
1607,ASSET_E2AEFE0E,14,4,2021-08-14,End-of-life,85.78
1608,ASSET_B3B050A9,43,2,2024-10-09,End-of-life,38.04
1609,ASSET_921BA090,6,3,2023-04-22,End-of-life,58.06
1610,ASSET_D20D836F,18,2,2025-02-16,New,89.22
1611,ASSET_198DBA40,17,5,2025-03-29,New,35.88
1612,ASSET_9DF7BD02,1,3,2021-07-03,New,86.07
1613,ASSET_060BCF3F,45,3,2021-11-01,End-of-life,78.62
1614,ASSET_2494B239,13,9,2023-12-04,New,88.44
1615,ASSET_CE94AC90,41,1,2023-10-11,End-of-life,32.94
1616,ASSET_3B0751D6,28,4,2021-03-31,New,90.95
1617,ASSET_67840AB7,13,8,2025-06-07,New,43.42
1618,ASSET_B4C49452,36,6,2020-10-23,Midlife,31.08
1619,ASSET_FABF7BCE,45,9,2020-09-08,End-of-life,63.58
1620,ASSET_5BA73C9E,18,8,2023-03-13,End-of-life,89.34
1621,ASSET_CF1D0E5A,19,5,2024-11-12,End-of-life,84.4
1622,ASSET_EBCF466A,18,8,2021-07-11,New,80.12
1623,ASSET_3272CE0F,14,2,2022-06-14,New,30.99
1624,ASSET_B4D90D14,46,7,2025-05-13,Midlife,72.75
1625,ASSET_9CFE03F2,24,3,2020-10-04,End-of-life,66.09
1626,ASSET_4ADB7697,33,8,2020-10-20,New,56.6
1627,ASSET_D96E75A9,37,8,2024-12-16,End-of-life,30.78
1628,ASSET_CBB6A86F,8,9,2023-11-16,Midlife,66.26
1629,ASSET_5B5F2996,9,2,2020-09-13,Midlife,42.05
1630,ASSET_89B3A281,41,4,2021-03-13,New,72.77
1631,ASSET_73EFA171,14,5,2025-02-01,End-of-life,85.31
1632,ASSET_775501A2,5,5,2022-06-09,Midlife,67.84
1633,ASSET_57016CCD,19,3,2021-04-30,New,70.68
1634,ASSET_3A84D7D5,24,7,2022-09-11,Midlife,80.53
1635,ASSET_F3C3F175,24,2,2021-12-04,End-of-life,54.47
